scenario_id,split,claim_family,replicate,seed,generator,critical_stratum,truth_supported,strong_effect,effective_n,family_count,family_correlation,family_imbalance,multiplicity,measurement_noise,policy_id,licensed,license_status,coverage,decision_regret,point_estimate,method
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003809,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3809,7216809,gaussian_mixture,HIGH_MULTIPLICITY,True,False,30,4,0.85,5.0,500,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.06571843405663522,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003810,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3810,7216810,gaussian_mixture,HIGH_MEASUREMENT_NOISE,False,False,30,4,0.85,5.0,50,1.8,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.07290775003496316,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003811,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3811,7216811,gaussian_mixture,HIGH_MEASUREMENT_NOISE,True,False,30,4,0.85,5.0,50,1.8,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.03754984067283535,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003812,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3812,7216812,gaussian_mixture,NEAR_MATERIALITY_BOUNDARY,False,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.05731024967333357,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003813,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3813,7216813,gaussian_mixture,NEAR_MATERIALITY_BOUNDARY,True,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.05892709973128136,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003814,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3814,7216814,gaussian_mixture,NEAR_TIE_TOP_K,False,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.0003400711616461396,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003815,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3815,7216815,gaussian_mixture,NEAR_TIE_TOP_K,True,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.022995438932480707,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003816,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3816,7216816,gaussian_mixture,TRANSPORT_REVERSAL_RISK,False,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.03678757592039324,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003817,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3817,7216817,gaussian_mixture,TRANSPORT_REVERSAL_RISK,True,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.04015957445482931,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003818,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3818,7216818,gaussian_mixture,DISCOVERY_VALIDATION_SHIFT,False,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.016597010513570976,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003819,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3819,7216819,gaussian_mixture,DISCOVERY_VALIDATION_SHIFT,True,False,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.029673921441340095,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003820,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3820,7216820,skewed,LOW_EFFECTIVE_N,False,True,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.05330038057970987,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003821,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3821,7216821,skewed,LOW_EFFECTIVE_N,True,True,30,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.04135436664572145,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003822,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3822,7216822,skewed,HIGH_FAMILY_CORRELATION,False,True,60,4,0.9,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.007642865344327137,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003823,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3823,7216823,skewed,HIGH_FAMILY_CORRELATION,True,True,60,4,0.9,5.0,50,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09243156970061497,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003824,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3824,7216824,skewed,LOW_FAMILY_COUNT,False,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.006845189510264534,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003825,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3825,7216825,skewed,LOW_FAMILY_COUNT,True,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.04311596696056902,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003826,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3826,7216826,skewed,HIGH_FAMILY_IMBALANCE,False,True,60,4,0.85,8.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0029415690158010287,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003827,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3827,7216827,skewed,HIGH_FAMILY_IMBALANCE,True,True,60,4,0.85,8.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0324730401980281,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003828,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3828,7216828,skewed,HIGH_MULTIPLICITY,False,True,60,4,0.85,5.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.027177971456798053,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003829,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3829,7216829,skewed,HIGH_MULTIPLICITY,True,True,60,4,0.85,5.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.07505576505686817,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003830,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3830,7216830,skewed,HIGH_MEASUREMENT_NOISE,False,True,60,4,0.85,5.0,50,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.04296536416501131,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003831,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3831,7216831,skewed,HIGH_MEASUREMENT_NOISE,True,True,60,4,0.85,5.0,50,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.05068119899141224,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003832,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3832,7216832,skewed,NEAR_MATERIALITY_BOUNDARY,False,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.03232646556328742,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003833,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3833,7216833,skewed,NEAR_MATERIALITY_BOUNDARY,True,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.02225220947793203,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003834,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3834,7216834,skewed,NEAR_TIE_TOP_K,False,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.005567121134034275,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003835,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3835,7216835,skewed,NEAR_TIE_TOP_K,True,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.04076445786875397,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003836,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3836,7216836,skewed,TRANSPORT_REVERSAL_RISK,False,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0010763978313010193,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003837,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3837,7216837,skewed,TRANSPORT_REVERSAL_RISK,True,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.036863206409379574,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003838,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3838,7216838,skewed,DISCOVERY_VALIDATION_SHIFT,False,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.02079476479051269,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003839,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3839,7216839,skewed,DISCOVERY_VALIDATION_SHIFT,True,True,60,4,0.85,5.0,50,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.039321732738841514,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003840,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3840,7216840,contaminated_gaussian,LOW_EFFECTIVE_N,False,False,30,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.054089791364363406,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003841,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3841,7216841,contaminated_gaussian,LOW_EFFECTIVE_N,True,False,30,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.025471525303752067,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003842,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3842,7216842,contaminated_gaussian,HIGH_FAMILY_CORRELATION,False,False,100,5,0.9,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.02634070909492147,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003843,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3843,7216843,contaminated_gaussian,HIGH_FAMILY_CORRELATION,True,False,100,5,0.9,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.04327218248051942,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003844,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3844,7216844,contaminated_gaussian,LOW_FAMILY_COUNT,False,False,100,4,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.018008943163100314,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003845,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3845,7216845,contaminated_gaussian,LOW_FAMILY_COUNT,True,False,100,4,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.018708556103295783,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003846,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3846,7216846,contaminated_gaussian,HIGH_FAMILY_IMBALANCE,False,False,100,5,0.0,8.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.012960171225808371,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003847,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3847,7216847,contaminated_gaussian,HIGH_FAMILY_IMBALANCE,True,False,100,5,0.0,8.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.017319667640145454,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003848,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3848,7216848,contaminated_gaussian,HIGH_MULTIPLICITY,False,False,100,5,0.0,1.0,500,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.0015146030644170012,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003849,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3849,7216849,contaminated_gaussian,HIGH_MULTIPLICITY,True,False,100,5,0.0,1.0,500,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.03596271517639127,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003850,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3850,7216850,contaminated_gaussian,HIGH_MEASUREMENT_NOISE,False,False,100,5,0.0,1.0,50,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.017229445961939444,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003851,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3851,7216851,contaminated_gaussian,HIGH_MEASUREMENT_NOISE,True,False,100,5,0.0,1.0,50,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.03191663553283461,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003852,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3852,7216852,contaminated_gaussian,NEAR_MATERIALITY_BOUNDARY,False,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.016072578799537898,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003853,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3853,7216853,contaminated_gaussian,NEAR_MATERIALITY_BOUNDARY,True,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0023985441769900986,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003854,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3854,7216854,contaminated_gaussian,NEAR_TIE_TOP_K,False,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.014183594478396868,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003855,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3855,7216855,contaminated_gaussian,NEAR_TIE_TOP_K,True,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.03565511656372145,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003856,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3856,7216856,contaminated_gaussian,TRANSPORT_REVERSAL_RISK,False,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.021316101300594765,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003857,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3857,7216857,contaminated_gaussian,TRANSPORT_REVERSAL_RISK,True,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.050309352974731804,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003858,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3858,7216858,contaminated_gaussian,DISCOVERY_VALIDATION_SHIFT,False,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.01180871263711365,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003859,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3859,7216859,contaminated_gaussian,DISCOVERY_VALIDATION_SHIFT,True,False,100,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.057670398485576306,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003860,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3860,7216860,correlated_bernoulli,LOW_EFFECTIVE_N,False,True,30,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.04929503017546495,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003861,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3861,7216861,correlated_bernoulli,LOW_EFFECTIVE_N,True,True,30,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.07,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003862,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3862,7216862,correlated_bernoulli,HIGH_FAMILY_CORRELATION,False,True,250,5,0.9,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003863,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3863,7216863,correlated_bernoulli,HIGH_FAMILY_CORRELATION,True,True,250,5,0.9,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09353805429511965,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003864,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3864,7216864,correlated_bernoulli,LOW_FAMILY_COUNT,False,True,250,4,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0341525987298185,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003865,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3865,7216865,correlated_bernoulli,LOW_FAMILY_COUNT,True,True,250,4,0.0,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09561444904736388,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003866,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3866,7216866,correlated_bernoulli,HIGH_FAMILY_IMBALANCE,False,True,250,5,0.0,8.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.008538149682454624,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003867,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3867,7216867,correlated_bernoulli,HIGH_FAMILY_IMBALANCE,True,True,250,5,0.0,8.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.07853814968245464,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003868,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3868,7216868,correlated_bernoulli,HIGH_MULTIPLICITY,False,True,250,5,0.0,1.0,500,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.008538149682454624,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003869,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3869,7216869,correlated_bernoulli,HIGH_MULTIPLICITY,True,True,250,5,0.0,1.0,500,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.1041525987298185,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003870,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3870,7216870,correlated_bernoulli,HIGH_MEASUREMENT_NOISE,False,True,250,5,0.0,1.0,50,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.030737338856836646,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003871,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3871,7216871,correlated_bernoulli,HIGH_MEASUREMENT_NOISE,True,True,250,5,0.0,1.0,50,1.8,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09049155923789111,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003872,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3872,7216872,correlated_bernoulli,NEAR_MATERIALITY_BOUNDARY,False,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.01707629936490925,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003873,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3873,7216873,correlated_bernoulli,NEAR_MATERIALITY_BOUNDARY,True,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.061461850317545384,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003874,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3874,7216874,correlated_bernoulli,NEAR_TIE_TOP_K,False,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003875,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3875,7216875,correlated_bernoulli,NEAR_TIE_TOP_K,True,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09561444904736388,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003876,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3876,7216876,correlated_bernoulli,TRANSPORT_REVERSAL_RISK,False,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.008538149682454624,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003877,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3877,7216877,correlated_bernoulli,TRANSPORT_REVERSAL_RISK,True,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.09561444904736388,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003878,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3878,7216878,correlated_bernoulli,DISCOVERY_VALIDATION_SHIFT,False,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.0341525987298185,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003879,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3879,7216879,correlated_bernoulli,DISCOVERY_VALIDATION_SHIFT,True,True,250,5,0.0,1.0,50,1.5,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.08707629936490925,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003880,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3880,7216880,nonlinear_benchmark_effect,LOW_EFFECTIVE_N,False,False,30,6,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.024485903687898897,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003881,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3881,7216881,nonlinear_benchmark_effect,LOW_EFFECTIVE_N,True,False,30,6,0.0,1.0,50,1.5,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,-0.03994052567339498,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003882,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3882,7216882,nonlinear_benchmark_effect,HIGH_FAMILY_CORRELATION,False,False,500,6,0.9,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.028681182157118942,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003883,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3883,7216883,nonlinear_benchmark_effect,HIGH_FAMILY_CORRELATION,True,False,500,6,0.9,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.013527545062943309,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003884,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3884,7216884,nonlinear_benchmark_effect,LOW_FAMILY_COUNT,False,False,500,4,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.006805939970685181,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003885,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3885,7216885,nonlinear_benchmark_effect,LOW_FAMILY_COUNT,True,False,500,4,0.0,1.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.03844585811682096,STRICT_PAIRED_CI
POLICY_CONFIRMATION-PRIMARY_PAIRWISE-003886,POLICY_CONFIRMATION,PRIMARY_PAIRWISE,3886,7216886,nonlinear_benchmark_effect,HIGH_FAMILY_IMBALANCE,False,False,500,6,0.0,8.0,50,1.5,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,-0.009973546864988796,STRICT_PAIRED_CI
