model_a,model_b,superiority_probability,mean_difference,confidence_lower,confidence_upper
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.16023949550078237,0.1326598638596549,0.18839417213166565
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.07770145485600817,-0.09641977339762865,-0.05904987755347013
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.3-70b-instruct-turbo,0.0,-0.06566690207064815,-0.08234736185332879,-0.049290139754582095
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-2,1.0,0.14079048989126933,0.1207708174870591,0.16064156779744662
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,0.0,-0.049328881150136165,-0.06538223535514627,-0.03396722840882556
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,0.0,-0.03147177609649208,-0.04795130929987261,-0.014557979940930759
deepseek-ai/deepseek-llm-67b-chat,mistralai/mistral-7b-instruct-v0.3,1.0,0.12613016944141936,0.11160532748723342,0.14168818660296503
deepseek-ai/deepseek-llm-67b-chat,mistralai/mistral-7b-v0.1,1.0,0.15901010138907623,0.14172250565697384,0.1783000069374543
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,0.0,-0.05325885882049099,-0.0690284157611572,-0.03860293587861227
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x7b-32kseqlen,0.816,0.0077069706322434066,-0.007699395037754119,0.023167969478102773
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,1.0,0.07154309710894664,0.05316251147737653,0.0923247249981518
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,0.0,-0.04237323782373473,-0.05952709208517089,-0.023908382663039244
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-14b,1.0,0.03848483959886634,0.02206152202280543,0.05529783168937934
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-32b,0.002,-0.019455211131487304,-0.03576809637494143,-0.00481567035962171
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-72b,0.0,-0.04863474738534459,-0.06498826386467364,-0.03226265297750684
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-7b,1.0,0.09906919967222468,0.08286037461066802,0.11660668163120298
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2-72b-instruct,0.0,-0.09831977846241786,-0.11943264746957558,-0.0781031687871064
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.10851575324808446,-0.13240668792995536,-0.08602677363010101
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2.5-7b-instruct-turbo,0.338,-0.0037517717267501497,-0.02244612014580092,0.015012952143577663
deepseek-ai/deepseek-llm-67b-chat,snowflake/snowflake-arctic-instruct,1.0,0.04835406704424352,0.03191807081614317,0.06482997181700503
deepseek-ai/deepseek-v3,google/gemma-2-27b,1.0,0.11420111697025928,0.08780165362110738,0.1453839025648772
deepseek-ai/deepseek-v3,google/gemma-2-9b,1.0,0.15008321829897844,0.12073984743058112,0.17534255682450897
deepseek-ai/deepseek-v3,google/gemma-7b,1.0,0.21010006928951408,0.18143243001392068,0.2389374324593006
deepseek-ai/deepseek-v3,meta/llama-2-13b,1.0,0.317379994563404,0.2835903087736716,0.34883849296519787
deepseek-ai/deepseek-v3,meta/llama-2-70b,1.0,0.17610506712510943,0.1427090994382887,0.2085935423915286
deepseek-ai/deepseek-v3,meta/llama-2-7b,1.0,0.41385729393716175,0.38515634370687724,0.44269562245650906
deepseek-ai/deepseek-v3,meta/llama-3-70b,1.0,0.07816868832912727,0.055693899507622296,0.1027541546891513
deepseek-ai/deepseek-v3,meta/llama-3-8b,1.0,0.20400164007236235,0.17344196374009038,0.23374877840181518
deepseek-ai/deepseek-v3,meta/llama-3.1-405b-instruct-turbo,1.0,0.026543323946945308,0.015102344790055207,0.03975105158520049
deepseek-ai/deepseek-v3,meta/llama-3.1-70b-instruct-turbo,1.0,0.07039059583902169,0.04944136232953691,0.09244386412420087
deepseek-ai/deepseek-v3,meta/llama-3.1-8b-instruct-turbo,1.0,0.31113655826567976,0.2759071092743991,0.3448136003861338
deepseek-ai/deepseek-v3,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.30666801700065005,0.26975503710126536,0.34214582449473235
deepseek-ai/deepseek-v3,meta/llama-3.2-90b-vision-instruct-turbo,1.0,0.06872706664385955,0.04749091373643349,0.09171397528916528
deepseek-ai/deepseek-v3,meta/llama-3.3-70b-instruct-turbo,1.0,0.08076161942921957,0.059187254290958925,0.10484248512176926
deepseek-ai/deepseek-v3,microsoft/phi-2,1.0,0.28721901139113704,0.25439579398023804,0.31595103327235097
deepseek-ai/deepseek-v3,microsoft/phi-3-medium-4k-instruct,1.0,0.09709964034973155,0.0747781569811447,0.11849278080203848
deepseek-ai/deepseek-v3,microsoft/phi-3-small-8k-instruct,1.0,0.11495674540337562,0.09343440378516014,0.137192739072093
deepseek-ai/deepseek-v3,mistralai/mistral-7b-instruct-v0.3,1.0,0.27255869094128704,0.24272405489013174,0.3034207020063609
deepseek-ai/deepseek-v3,mistralai/mistral-7b-v0.1,1.0,0.30543862288894386,0.27220255448024144,0.3366463935693637
deepseek-ai/deepseek-v3,mistralai/mixtral-8x22b,1.0,0.09316966267937672,0.07142234989966513,0.11614905499920723
deepseek-ai/deepseek-v3,mistralai/mixtral-8x7b-32kseqlen,1.0,0.15413549213211108,0.12471858747706485,0.18102721808144184
deepseek-ai/deepseek-v3,mistralai/open-mistral-nemo-2407,1.0,0.21797161860881434,0.18629533956796207,0.25204624761482847
deepseek-ai/deepseek-v3,qwen/qwen1.5-110b-chat,1.0,0.10405528367613298,0.08380345198009516,0.125878085044774
deepseek-ai/deepseek-v3,qwen/qwen1.5-14b,1.0,0.18491336109873405,0.15827095470759933,0.20883019008046272
deepseek-ai/deepseek-v3,qwen/qwen1.5-32b,1.0,0.1269733103683804,0.1005666931599587,0.15059567400789298
deepseek-ai/deepseek-v3,qwen/qwen1.5-72b,1.0,0.09779377411452313,0.07627619343816258,0.11910798087603981
deepseek-ai/deepseek-v3,qwen/qwen1.5-7b,1.0,0.24549772117209237,0.21848256688920145,0.2717612550994581
deepseek-ai/deepseek-v3,qwen/qwen2-72b-instruct,1.0,0.04810874303744986,0.03169686380460667,0.06413073906384159
deepseek-ai/deepseek-v3,qwen/qwen2.5-72b-instruct-turbo,1.0,0.037912768251783246,0.024797086444458463,0.052382108104870144
deepseek-ai/deepseek-v3,qwen/qwen2.5-7b-instruct-turbo,1.0,0.14267674977311756,0.12266890962245923,0.16371361658811381
deepseek-ai/deepseek-v3,snowflake/snowflake-arctic-instruct,1.0,0.1947825885441112,0.1612768887366041,0.2257004120101544
google/gemma-2-27b,google/gemma-2-9b,1.0,0.03588210132871917,0.023230908767338663,0.04788114647256842
google/gemma-2-27b,google/gemma-7b,1.0,0.0958989523192548,0.07887030347557075,0.11124031147426594
google/gemma-2-27b,meta/llama-2-13b,1.0,0.20317887759314476,0.18182106066946888,0.2284833402643986
google/gemma-2-27b,meta/llama-2-70b,1.0,0.06190395015485017,0.044573435461434066,0.08003053786490953
google/gemma-2-27b,meta/llama-2-7b,1.0,0.2996561769669025,0.2755612225546762,0.3251346601820663
google/gemma-2-27b,meta/llama-3-70b,0.0,-0.036032428641132014,-0.05101347848286815,-0.022958792942869587
google/gemma-2-27b,meta/llama-3-8b,1.0,0.08980052310210311,0.0729701050039825,0.10661236986161392
google/gemma-2-27b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.08765779302331396,-0.11439980492377656,-0.06453968828253238
google/gemma-2-27b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.04381052113123758,-0.06588521396735292,-0.025198878921975292
google/gemma-2-27b,meta/llama-3.1-8b-instruct-turbo,1.0,0.19693544129542045,0.17243885665016798,0.22454169685583675
google/gemma-2-27b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.19246690003039077,0.16673968067184203,0.22114737947239868
google/gemma-2-27b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.04547405032639973,-0.06745509627666757,-0.02627254544045027
google/gemma-2-27b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.03343949754103971,-0.0522876860224427,-0.016610284412175616
google/gemma-2-27b,microsoft/phi-2,1.0,0.17301789442087773,0.15230196590908834,0.19444164804095854
google/gemma-2-27b,microsoft/phi-3-medium-4k-instruct,0.01,-0.017101476620527727,-0.03445811372401479,-0.003549676986745395
google/gemma-2-27b,microsoft/phi-3-small-8k-instruct,0.578,0.0007556284331163576,-0.018062689383880608,0.015626006487967258
google/gemma-2-27b,mistralai/mistral-7b-instruct-v0.3,1.0,0.1583575739710278,0.1394148708823212,0.17732893483083734
google/gemma-2-27b,mistralai/mistral-7b-v0.1,1.0,0.19123750591868466,0.17142390930305995,0.21173766202790154
google/gemma-2-27b,mistralai/mixtral-8x22b,0.002,-0.021031454290882556,-0.036796837130923785,-0.006326769465456369
google/gemma-2-27b,mistralai/mixtral-8x7b-32kseqlen,1.0,0.03993437516185184,0.024971220022440812,0.05473591172786469
google/gemma-2-27b,mistralai/open-mistral-nemo-2407,1.0,0.10377050163855506,0.08420959170461229,0.12248197123971133
google/gemma-2-27b,qwen/qwen1.5-110b-chat,0.178,-0.010145833294126291,-0.03273176419982662,0.00927292684184641
google/gemma-2-27b,qwen/qwen1.5-14b,1.0,0.07071224412847478,0.053671254813949666,0.08502448953261456
google/gemma-2-27b,qwen/qwen1.5-32b,0.936,0.012772193398121131,-0.002833236671266995,0.027441116340765737
google/gemma-2-27b,qwen/qwen1.5-72b,0.024,-0.016407342855736154,-0.03454001957178464,-0.0003324726155004104
google/gemma-2-27b,qwen/qwen1.5-7b,1.0,0.13129660420183314,0.11284962012875718,0.15056864241754575
google/gemma-2-27b,qwen/qwen2-72b-instruct,0.0,-0.06609237393280942,-0.08904800189001184,-0.04709011954817179
google/gemma-2-27b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.07628834871847603,-0.1018945840222232,-0.05459310712306629
google/gemma-2-27b,qwen/qwen2.5-7b-instruct-turbo,1.0,0.02847563280285828,0.011720129848574975,0.044676135534076414
google/gemma-2-27b,snowflake/snowflake-arctic-instruct,1.0,0.08058147157385195,0.06451719664772716,0.09555740021870446
google/gemma-2-9b,google/gemma-7b,1.0,0.06001685099053563,0.04391269478256028,0.07411626196328722
google/gemma-2-9b,meta/llama-2-13b,1.0,0.16729677626442557,0.14732980809863291,0.18788176595036105
google/gemma-2-9b,meta/llama-2-70b,0.996,0.026021848826131004,0.008543630732910992,0.043059769059428515
google/gemma-2-9b,meta/llama-2-7b,1.0,0.26377407563818334,0.23920990701116968,0.29005201753162374
google/gemma-2-9b,meta/llama-3-70b,0.0,-0.07191452996985118,-0.0875691111988884,-0.056650362880013565
google/gemma-2-9b,meta/llama-3-8b,1.0,0.05391842177338394,0.038417687446000784,0.07064328317464466
google/gemma-2-9b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.12353989435203315,-0.14876596870662065,-0.09949005078610626
google/gemma-2-9b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.07969262245995676,-0.10299274775211484,-0.058958314844175644
google/gemma-2-9b,meta/llama-3.1-8b-instruct-turbo,1.0,0.1610533399667013,0.1350464856712711,0.18962849837921736
google/gemma-2-9b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.1565847987016716,0.1309902900200562,0.18401269101037096
google/gemma-2-9b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.08135615165511889,-0.10405611154566208,-0.06150123563877346
google/gemma-2-9b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.06932159886975889,-0.08905082874904612,-0.05205193689392166
google/gemma-2-9b,microsoft/phi-2,1.0,0.13713579309215856,0.1195155426170865,0.15392818886054266
google/gemma-2-9b,microsoft/phi-3-medium-4k-instruct,0.0,-0.05298357794924689,-0.07074945538393332,-0.037676780488691275
google/gemma-2-9b,microsoft/phi-3-small-8k-instruct,0.0,-0.0351264728956028,-0.0540760699724426,-0.01899267584929618
google/gemma-2-9b,mistralai/mistral-7b-instruct-v0.3,1.0,0.12247547264230862,0.10535025835265856,0.13820071912626614
google/gemma-2-9b,mistralai/mistral-7b-v0.1,1.0,0.15535540458996547,0.13546700102708212,0.1758889262217283
google/gemma-2-9b,mistralai/mixtral-8x22b,0.0,-0.05691355561960172,-0.0737516825147653,-0.04148608854181218
google/gemma-2-9b,mistralai/mixtral-8x7b-32kseqlen,0.716,0.0040522738331326726,-0.010892775778162974,0.01910019770405529
google/gemma-2-9b,mistralai/open-mistral-nemo-2407,1.0,0.06788840030983591,0.04738982709656049,0.08689615112190771
google/gemma-2-9b,qwen/qwen1.5-110b-chat,0.0,-0.04602793462284545,-0.07002264631472895,-0.027424742643042933
google/gemma-2-9b,qwen/qwen1.5-14b,1.0,0.0348301427997556,0.02245472826599305,0.0468187368629615
google/gemma-2-9b,qwen/qwen1.5-32b,0.0,-0.02310990793059804,-0.037368588692891454,-0.009281182443006974
google/gemma-2-9b,qwen/qwen1.5-72b,0.0,-0.052289444184455316,-0.07100252008126531,-0.0369409093951159
google/gemma-2-9b,qwen/qwen1.5-7b,1.0,0.09541450287311395,0.0792388270461527,0.11209156080623402
google/gemma-2-9b,qwen/qwen2-72b-instruct,0.0,-0.1019744752615286,-0.1261243203326709,-0.08212072836683507
google/gemma-2-9b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.1121704500471952,-0.1347551435721825,-0.09074433954645181
google/gemma-2-9b,qwen/qwen2.5-7b-instruct-turbo,0.202,-0.007406468525860882,-0.024886730993788166,0.007386233724091823
google/gemma-2-9b,snowflake/snowflake-arctic-instruct,1.0,0.044699370245132784,0.03182968726532347,0.05753816530194916
google/gemma-7b,meta/llama-2-13b,1.0,0.10727992527388996,0.09119437573668591,0.12454038909052172
google/gemma-7b,meta/llama-2-70b,0.0,-0.033995002164404625,-0.050249038811125954,-0.018555053777379746
google/gemma-7b,meta/llama-2-7b,1.0,0.20375722464764767,0.18347626510890752,0.22725782556241897
google/gemma-7b,meta/llama-3-70b,0.0,-0.1319313809603868,-0.1482230030597805,-0.1168058855282853
google/gemma-7b,meta/llama-3-8b,0.204,-0.006098429217151688,-0.020442018250614927,0.00896794808644064
google/gemma-7b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.18355674534256877,-0.20970377253374198,-0.1595717993644291
google/gemma-7b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.1397094734504924,-0.16065842167673558,-0.11777284275238077
google/gemma-7b,meta/llama-3.1-8b-instruct-turbo,1.0,0.10103648897616568,0.074890953464732,0.12769607093498517
google/gemma-7b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.09656794771113598,0.06875172137469329,0.12488899577895904
google/gemma-7b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.1413730026456545,-0.1638506130317965,-0.11901498649668622
google/gemma-7b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.12933844986029447,-0.1467043799257509,-0.1111752050142677
google/gemma-7b,microsoft/phi-2,1.0,0.07711894210162293,0.05840626030007857,0.09205992120629447
google/gemma-7b,microsoft/phi-3-medium-4k-instruct,0.0,-0.11300042893978254,-0.1298300724298523,-0.09565449112731311
google/gemma-7b,microsoft/phi-3-small-8k-instruct,0.0,-0.09514332388613844,-0.11353936106118723,-0.07822985202663538
google/gemma-7b,mistralai/mistral-7b-instruct-v0.3,1.0,0.06245862165177299,0.04756412496582578,0.07653396687222788
google/gemma-7b,mistralai/mistral-7b-v0.1,1.0,0.09533855359942987,0.07875634411646953,0.11383456351969502
google/gemma-7b,mistralai/mixtral-8x22b,0.0,-0.11693040661013736,-0.13340352309667802,-0.101499102804866
google/gemma-7b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.05596457715740295,-0.0705840082657087,-0.04196565455847383
google/gemma-7b,mistralai/open-mistral-nemo-2407,0.794,0.007871549319300274,-0.010176285743009338,0.025731124102343024
google/gemma-7b,qwen/qwen1.5-110b-chat,0.0,-0.1060447856133811,-0.12612962553712004,-0.08558698723796672
google/gemma-7b,qwen/qwen1.5-14b,0.002,-0.025186708190780026,-0.04177813685728858,-0.009192975927263279
google/gemma-7b,qwen/qwen1.5-32b,0.0,-0.08312675892113366,-0.09897433042884667,-0.06886187206361447
google/gemma-7b,qwen/qwen1.5-72b,0.0,-0.11230629517499095,-0.1294930512227899,-0.09564045504670243
google/gemma-7b,qwen/qwen1.5-7b,1.0,0.03539765188257832,0.020290476211783978,0.050708444754539984
google/gemma-7b,qwen/qwen2-72b-instruct,0.0,-0.16199132625206422,-0.1848595049396338,-0.13960065636680213
google/gemma-7b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.17218730103773083,-0.1956719217522667,-0.1483320060246592
google/gemma-7b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.06742331951639652,-0.08769177862129636,-0.049409097746136096
google/gemma-7b,snowflake/snowflake-arctic-instruct,0.024,-0.015317480745402842,-0.030483736863808873,-0.00058315292404239
meta/llama-2-13b,meta/llama-2-70b,0.0,-0.1412749274382946,-0.1591595949512983,-0.12547876781743958
meta/llama-2-13b,meta/llama-2-7b,1.0,0.09647729937375772,0.07705531669421181,0.11790786683860946
meta/llama-2-13b,meta/llama-3-70b,0.0,-0.23921130623427678,-0.26234208828222083,-0.21640697556262953
meta/llama-2-13b,meta/llama-3-8b,0.0,-0.11337835449104164,-0.13267032338372642,-0.09486530713461247
meta/llama-2-13b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.29083667061645874,-0.31896123780588476,-0.2616137326214252
meta/llama-2-13b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.24698939872438233,-0.2698929395109576,-0.2229055128196183
meta/llama-2-13b,meta/llama-3.1-8b-instruct-turbo,0.334,-0.0062434362977242756,-0.03374574846609091,0.022376058714262362
meta/llama-2-13b,meta/llama-3.2-11b-vision-instruct-turbo,0.26,-0.010711977562753959,-0.04080465372382909,0.01873060278829616
meta/llama-2-13b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.2486529279195445,-0.2720203873662156,-0.22419700819893137
meta/llama-2-13b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.23661837513418443,-0.2611603721638314,-0.21416204662502333
meta/llama-2-13b,microsoft/phi-2,0.0,-0.03016098317226701,-0.049414034122089695,-0.012294256972805367
meta/llama-2-13b,microsoft/phi-3-medium-4k-instruct,0.0,-0.22028035421367248,-0.24131218915667413,-0.19946446705049511
meta/llama-2-13b,microsoft/phi-3-small-8k-instruct,0.0,-0.20242324916002838,-0.22415764983422717,-0.1810452238612655
meta/llama-2-13b,mistralai/mistral-7b-instruct-v0.3,0.0,-0.04482130362211695,-0.061794347742941666,-0.028216331208373805
meta/llama-2-13b,mistralai/mistral-7b-v0.1,0.088,-0.011941371674460091,-0.028836838056325625,0.006286880670768084
meta/llama-2-13b,mistralai/mixtral-8x22b,0.0,-0.2242103318840273,-0.24493250292221638,-0.20443590230781283
meta/llama-2-13b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.16324450243129288,-0.18272448195572166,-0.14353328501667253
meta/llama-2-13b,mistralai/open-mistral-nemo-2407,0.0,-0.09940837595458968,-0.11968501889582943,-0.07866732007272186
meta/llama-2-13b,qwen/qwen1.5-110b-chat,0.0,-0.21332471088727104,-0.23615447007295873,-0.18959858440153093
meta/llama-2-13b,qwen/qwen1.5-14b,0.0,-0.13246663346466997,-0.15294307438556565,-0.11279834690640375
meta/llama-2-13b,qwen/qwen1.5-32b,0.0,-0.19040668419502363,-0.21139815614665539,-0.17008556007952247
meta/llama-2-13b,qwen/qwen1.5-72b,0.0,-0.2195862204488809,-0.23882076138159763,-0.1975621319509193
meta/llama-2-13b,qwen/qwen1.5-7b,0.0,-0.07188227339131163,-0.0905200920200997,-0.05549514997731983
meta/llama-2-13b,qwen/qwen2-72b-instruct,0.0,-0.2692712515259542,-0.2959660469097585,-0.24432753128899867
meta/llama-2-13b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.2794672263116208,-0.30704899289899906,-0.25179189904142824
meta/llama-2-13b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.17470324479028648,-0.19899666670444557,-0.15191284993081405
meta/llama-2-13b,snowflake/snowflake-arctic-instruct,0.0,-0.1225974060192928,-0.14119371641180758,-0.10302955223386184
meta/llama-2-70b,meta/llama-2-7b,1.0,0.23775222681205233,0.2137655470051367,0.26395389188308693
meta/llama-2-70b,meta/llama-3-70b,0.0,-0.09793637879598219,-0.11652507212856192,-0.08112081353865604
meta/llama-2-70b,meta/llama-3-8b,1.0,0.027896572947252937,0.010140573646353146,0.04505617954988748
meta/llama-2-70b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.14956174317816415,-0.17650911964302024,-0.12089321881373259
meta/llama-2-70b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.10571447128608776,-0.12775739442048104,-0.08389806897372921
meta/llama-2-70b,meta/llama-3.1-8b-instruct-turbo,1.0,0.1350314911405703,0.10856064614350898,0.1650001518069836
meta/llama-2-70b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.13056294987554062,0.10226299232271367,0.16147017409976977
meta/llama-2-70b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.1073780004812499,-0.12885626365182248,-0.08537757428073318
meta/llama-2-70b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.0953434476958899,-0.11648885505939736,-0.07504967801435723
meta/llama-2-70b,microsoft/phi-2,1.0,0.11111394426602755,0.0918315491463332,0.13031982744902953
meta/llama-2-70b,microsoft/phi-3-medium-4k-instruct,0.0,-0.0790054267753779,-0.09759799199451914,-0.06148493555999583
meta/llama-2-70b,microsoft/phi-3-small-8k-instruct,0.0,-0.06114832172173382,-0.0800153450912723,-0.04069506605959728
meta/llama-2-70b,mistralai/mistral-7b-instruct-v0.3,1.0,0.09645362381617763,0.08015409961334077,0.11229889301627921
meta/llama-2-70b,mistralai/mistral-7b-v0.1,1.0,0.12933355576383448,0.1131767086147663,0.14549301160439673
meta/llama-2-70b,mistralai/mixtral-8x22b,0.0,-0.08293540444573273,-0.09958213385173362,-0.06591441171477683
meta/llama-2-70b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.02196957499299833,-0.036290040322408346,-0.006609588317580041
meta/llama-2-70b,mistralai/open-mistral-nemo-2407,1.0,0.04186655148370491,0.02336878037527876,0.06253962781734354
meta/llama-2-70b,qwen/qwen1.5-110b-chat,0.0,-0.07204978344897646,-0.09353791235750077,-0.0505326709544726
meta/llama-2-70b,qwen/qwen1.5-14b,0.806,0.008808293973624603,-0.011746547861623963,0.02778131242282473
meta/llama-2-70b,qwen/qwen1.5-32b,0.0,-0.04913175675672904,-0.06602662275752366,-0.03260713296993289
meta/llama-2-70b,qwen/qwen1.5-72b,0.0,-0.07831129301058631,-0.09501708885451822,-0.061078064775839366
meta/llama-2-70b,qwen/qwen1.5-7b,1.0,0.06939265404698294,0.05138872417251664,0.08855854703857664
meta/llama-2-70b,qwen/qwen2-72b-instruct,0.0,-0.1279963240876596,-0.15376520420741824,-0.10400962355190066
meta/llama-2-70b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.1381922988733262,-0.16467153798533996,-0.11172700236901535
meta/llama-2-70b,qwen/qwen2.5-7b-instruct-turbo,0.002,-0.033428317351991886,-0.05634679127351576,-0.013633964196998864
meta/llama-2-70b,snowflake/snowflake-arctic-instruct,0.994,0.018677521419001784,0.003394974767490727,0.03353198435851418
meta/llama-2-7b,meta/llama-3-70b,0.0,-0.3356886056080345,-0.36149242496920037,-0.3134486303455401
meta/llama-2-7b,meta/llama-3-8b,0.0,-0.20985565386479937,-0.23275933878484117,-0.18812834438922324
meta/llama-2-7b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.3873139699902164,-0.4125180061778176,-0.3608384597275322
meta/llama-2-7b,meta/llama-3.1-70b-instruct-turbo,0.0,-0.34346669809814007,-0.3698305470368402,-0.31637796456075984
meta/llama-2-7b,meta/llama-3.1-8b-instruct-turbo,0.0,-0.102720735671482,-0.13564956657473354,-0.06848608855263831
meta/llama-2-7b,meta/llama-3.2-11b-vision-instruct-turbo,0.0,-0.10718927693651167,-0.14013863325828133,-0.07221294194404117
meta/llama-2-7b,meta/llama-3.2-90b-vision-instruct-turbo,0.0,-0.34513022729330217,-0.3716984418536194,-0.31857560278953784
meta/llama-2-7b,meta/llama-3.3-70b-instruct-turbo,0.0,-0.3330956745079422,-0.35770523366992163,-0.3061817277087459
meta/llama-2-7b,microsoft/phi-2,0.0,-0.12663828254602472,-0.14963063959103834,-0.10186233070157542
meta/llama-2-7b,microsoft/phi-3-medium-4k-instruct,0.0,-0.31675765358743024,-0.33977220608379827,-0.29294712371591547
meta/llama-2-7b,microsoft/phi-3-small-8k-instruct,0.0,-0.2989005485337861,-0.32351204125349475,-0.27404415337639476
meta/llama-2-7b,mistralai/mistral-7b-instruct-v0.3,0.0,-0.14129860299587468,-0.16336551293022433,-0.11966344371588632
meta/llama-2-7b,mistralai/mistral-7b-v0.1,0.0,-0.10841867104821781,-0.1305106791459433,-0.08475046626453117
meta/llama-2-7b,mistralai/mixtral-8x22b,0.0,-0.32068763125778504,-0.34464351542564536,-0.29800966508980703
meta/llama-2-7b,mistralai/mixtral-8x7b-32kseqlen,0.0,-0.2597218018050506,-0.2817809128956036,-0.23648364421364151
meta/llama-2-7b,mistralai/open-mistral-nemo-2407,0.0,-0.1958856753283474,-0.22282487420721192,-0.16845533359062592
meta/llama-2-7b,qwen/qwen1.5-110b-chat,0.0,-0.3098020102610287,-0.3332222239699326,-0.2859806924414919
meta/llama-2-7b,qwen/qwen1.5-14b,0.0,-0.22894393283842768,-0.25264971004499354,-0.20709979017876518
meta/llama-2-7b,qwen/qwen1.5-32b,0.0,-0.2868839835687813,-0.31131304056981357,-0.2640633888535304
meta/llama-2-7b,qwen/qwen1.5-72b,0.0,-0.3160635198226387,-0.3398757665940599,-0.2923960020929534
meta/llama-2-7b,qwen/qwen1.5-7b,0.0,-0.16835957276506938,-0.1915105859145047,-0.14624749270607915
meta/llama-2-7b,qwen/qwen2-72b-instruct,0.0,-0.36574855089971187,-0.39232227060403435,-0.33964349986214637
meta/llama-2-7b,qwen/qwen2.5-72b-instruct-turbo,0.0,-0.3759445256853785,-0.40255946368910217,-0.35037120119730897
meta/llama-2-7b,qwen/qwen2.5-7b-instruct-turbo,0.0,-0.2711805441640442,-0.2950082216993555,-0.24881576730283486
meta/llama-2-7b,snowflake/snowflake-arctic-instruct,0.0,-0.21907470539305052,-0.2442342142099329,-0.19321874922234514
meta/llama-3-70b,meta/llama-3-8b,1.0,0.12583295174323514,0.10859255490251422,0.14288911396260037
meta/llama-3-70b,meta/llama-3.1-405b-instruct-turbo,0.0,-0.05162536438218195,-0.0714824566059785,-0.033628072149232975
meta/llama-3-70b,meta/llama-3.1-70b-instruct-turbo,0.138,-0.0077780924901055684,-0.021781695076767728,0.006438013588004868
meta/llama-3-70b,meta/llama-3.1-8b-instruct-turbo,1.0,0.23296786993655252,0.20416228792492797,0.26259341954432813
meta/llama-3-70b,meta/llama-3.2-11b-vision-instruct-turbo,1.0,0.22849932867152278,0.19862598271829696,0.25816352949343535
meta/llama-3-70b,meta/llama-3.2-90b-vision-instruct-turbo,0.074,-0.009441621685267711,-0.02295420014720386,0.003988189755848975
meta/llama-3-70b,meta/llama-3.3-70b-instruct-turbo,0.694,0.002592931100092306,-0.009388720859117485,0.013280014790167398
