model_a,model_b,subject_id,aggregate_accuracy_difference,subject_accuracy_difference,practical_effect_threshold
allenai/olmo-7b,meta/llama-2-13b,college_physics,-0.259503164525332,0.05882352941176472,0.01
allenai/olmo-7b,meta/llama-2-13b,econometrics,-0.259503164525332,0.017543859649122806,0.01
allenai/olmo-7b,meta/llama-2-13b,high_school_physics,-0.259503164525332,0.013245033112582794,0.01
allenai/olmo-7b,meta/llama-2-13b,high_school_statistics,-0.259503164525332,0.037037037037037035,0.01
allenai/olmo-7b,meta/llama-2-7b,college_chemistry,-0.16345723302618798,0.10999999999999999,0.01
allenai/olmo-7b,meta/llama-2-7b,college_physics,-0.16345723302618798,0.09803921568627452,0.01
allenai/olmo-7b,meta/llama-2-7b,global_facts,-0.16345723302618798,0.030000000000000027,0.01
allenai/olmo-7b,meta/llama-2-7b,high_school_physics,-0.16345723302618798,0.02649006622516553,0.01
allenai/olmo-7b,meta/llama-2-7b,high_school_statistics,-0.16345723302618798,0.19444444444444448,0.01
allenai/olmo-7b,meta/llama-2-7b,moral_scenarios,-0.16345723302618798,0.026815642458100558,0.01
allenai/olmo-7b,meta/llama-2-7b,virology,-0.16345723302618798,0.024096385542168697,0.01
allenai/olmo-7b,meta/llama-3.1-8b-instruct-turbo,global_facts,-0.2659793325914441,0.06,0.01
allenai/olmo-7b,meta/llama-3.1-8b-instruct-turbo,high_school_statistics,-0.2659793325914441,0.10648148148148151,0.01
allenai/olmo-7b,meta/llama-3.2-11b-vision-instruct-turbo,global_facts,-0.27043013482973316,0.07,0.01
allenai/olmo-7b,meta/llama-3.2-11b-vision-instruct-turbo,high_school_statistics,-0.27043013482973316,0.07870370370370372,0.01
allenai/olmo-7b,microsoft/phi-2,moral_scenarios,-0.2895977009203145,0.03351955307262569,0.01
allenai/olmo-7b,mistralai/mistral-7b-instruct-v0.3,college_chemistry,-0.304473340786174,0.010000000000000009,0.01
allenai/olmo-7b,mistralai/mistral-7b-instruct-v0.3,high_school_physics,-0.304473340786174,0.06622516556291391,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,abstract_algebra,-0.27109962666693227,0.010000000000000009,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,college_chemistry,-0.27109962666693227,0.010000000000000009,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,college_mathematics,-0.27109962666693227,0.010000000000000009,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,global_facts,-0.27109962666693227,0.030000000000000027,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,high_school_physics,-0.27109962666693227,0.013245033112582794,0.01
allenai/olmo-7b,mistralai/mistral-7b-v0.1,high_school_statistics,-0.27109962666693227,0.06481481481481483,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,abstract_algebra,0.015970001304273174,-0.09999999999999998,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,business_ethics,0.015970001304273174,-0.07999999999999996,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,college_mathematics,0.015970001304273174,-0.02999999999999997,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,high_school_government_and_politics,0.015970001304273174,-0.010362694300518172,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,high_school_statistics,0.015970001304273174,-0.01388888888888884,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,human_aging,0.015970001304273174,-0.058295964125560595,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,management,0.015970001304273174,-0.04854368932038844,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,moral_scenarios,0.015970001304273174,-0.07932960893854751,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,prehistory,0.015970001304273174,-0.0185185185185186,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-llm-67b-chat,professional_law,0.015970001304273174,-0.012385919165580184,0.01
databricks/dbrx-instruct,deepseek-ai/deepseek-v3,us_foreign_policy,-0.1310203595343462,0.010000000000000009,0.01
databricks/dbrx-instruct,google/gemma-2-27b,college_computer_science,-0.01603133764141562,0.06000000000000005,0.01
databricks/dbrx-instruct,google/gemma-2-27b,college_physics,-0.01603133764141562,0.039215686274509776,0.01
databricks/dbrx-instruct,google/gemma-2-27b,formal_logic,-0.01603133764141562,0.04761904761904756,0.01
databricks/dbrx-instruct,google/gemma-2-27b,global_facts,-0.01603133764141562,0.030000000000000027,0.01
databricks/dbrx-instruct,google/gemma-2-27b,high_school_computer_science,-0.01603133764141562,0.09000000000000008,0.01
databricks/dbrx-instruct,google/gemma-2-27b,high_school_european_history,-0.01603133764141562,0.018181818181818188,0.01
databricks/dbrx-instruct,google/gemma-2-27b,high_school_world_history,-0.01603133764141562,0.012658227848101222,0.01
databricks/dbrx-instruct,google/gemma-2-27b,human_sexuality,-0.01603133764141562,0.038167938931297773,0.01
databricks/dbrx-instruct,google/gemma-2-27b,international_law,-0.01603133764141562,0.04132231404958686,0.01
databricks/dbrx-instruct,google/gemma-2-27b,miscellaneous,-0.01603133764141562,0.025542784163473775,0.01
databricks/dbrx-instruct,google/gemma-2-27b,moral_scenarios,-0.01603133764141562,0.070391061452514,0.01
databricks/dbrx-instruct,google/gemma-2-9b,abstract_algebra,0.019668617926248744,-0.06,0.01
databricks/dbrx-instruct,google/gemma-2-9b,anatomy,0.019668617926248744,-0.03703703703703709,0.01
databricks/dbrx-instruct,google/gemma-2-9b,college_chemistry,0.019668617926248744,-0.020000000000000018,0.01
databricks/dbrx-instruct,google/gemma-2-9b,college_mathematics,0.019668617926248744,-0.02999999999999997,0.01
databricks/dbrx-instruct,google/gemma-2-9b,electrical_engineering,0.019668617926248744,-0.01379310344827589,0.01
databricks/dbrx-instruct,google/gemma-2-9b,elementary_mathematics,0.019668617926248744,-0.013227513227513255,0.01
databricks/dbrx-instruct,google/gemma-2-9b,global_facts,0.019668617926248744,-0.07,0.01
databricks/dbrx-instruct,google/gemma-2-9b,high_school_biology,0.019668617926248744,-0.02580645161290318,0.01
databricks/dbrx-instruct,google/gemma-2-9b,high_school_mathematics,0.019668617926248744,-0.040740740740740744,0.01
databricks/dbrx-instruct,google/gemma-2-9b,high_school_statistics,0.019668617926248744,-0.01851851851851849,0.01
databricks/dbrx-instruct,google/gemma-2-9b,management,0.019668617926248744,-0.01941747572815533,0.01
databricks/dbrx-instruct,google/gemma-2-9b,public_relations,0.019668617926248744,-0.045454545454545414,0.01
databricks/dbrx-instruct,meta/llama-2-70b,college_chemistry,0.0455493502916563,-0.010000000000000009,0.01
databricks/dbrx-instruct,meta/llama-2-70b,high_school_us_history,0.0455493502916563,-0.02450980392156865,0.01
databricks/dbrx-instruct,meta/llama-2-70b,human_aging,0.0455493502916563,-0.026905829596412523,0.01
databricks/dbrx-instruct,meta/llama-2-70b,public_relations,0.0455493502916563,-0.054545454545454564,0.01
databricks/dbrx-instruct,meta/llama-3-8b,anatomy,0.0733752520782901,-0.029629629629629672,0.01
databricks/dbrx-instruct,meta/llama-3-8b,management,0.0733752520782901,-0.01941747572815533,0.01
databricks/dbrx-instruct,meta/llama-3-8b,public_relations,0.0733752520782901,-0.045454545454545414,0.01
databricks/dbrx-instruct,meta/llama-3.1-405b-instruct-turbo,computer_security,-0.10430543906113654,0.019999999999999907,0.01
databricks/dbrx-instruct,meta/llama-3.1-405b-instruct-turbo,human_sexuality,-0.10430543906113654,0.022900763358778664,0.01
databricks/dbrx-instruct,meta/llama-3.1-70b-instruct-turbo,business_ethics,-0.06002345607849935,0.06000000000000005,0.01
databricks/dbrx-instruct,meta/llama-3.1-70b-instruct-turbo,computer_security,-0.06002345607849935,0.029999999999999916,0.01
databricks/dbrx-instruct,meta/llama-3.1-70b-instruct-turbo,high_school_mathematics,-0.06002345607849935,0.04074074074074069,0.01
databricks/dbrx-instruct,meta/llama-3.1-70b-instruct-turbo,human_sexuality,-0.06002345607849935,0.022900763358778664,0.01
databricks/dbrx-instruct,meta/llama-3.2-90b-vision-instruct-turbo,business_ethics,-0.061647443641024036,0.020000000000000018,0.01
databricks/dbrx-instruct,meta/llama-3.2-90b-vision-instruct-turbo,computer_security,-0.061647443641024036,0.019999999999999907,0.01
databricks/dbrx-instruct,meta/llama-3.2-90b-vision-instruct-turbo,high_school_mathematics,-0.061647443641024036,0.037037037037037035,0.01
databricks/dbrx-instruct,meta/llama-3.2-90b-vision-instruct-turbo,logical_fallacies,-0.061647443641024036,0.012269938650306789,0.01
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,college_physics,-0.04959070454632686,0.019607843137254832,0.01
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,computer_security,-0.04959070454632686,0.029999999999999916,0.01
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,human_sexuality,-0.04959070454632686,0.022900763358778664,0.01
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,logical_fallacies,-0.04959070454632686,0.030674846625766916,0.01
databricks/dbrx-instruct,meta/llama-3.3-70b-instruct-turbo,marketing,-0.04959070454632686,0.012820512820512775,0.01
databricks/dbrx-instruct,microsoft/phi-2,college_mathematics,0.15676265942635947,-0.010000000000000009,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,college_computer_science,-0.033505511187607806,0.030000000000000027,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,computer_security,-0.033505511187607806,0.039999999999999925,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,electrical_engineering,-0.033505511187607806,0.027586206896551668,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,human_sexuality,-0.033505511187607806,0.01526717557251911,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,logical_fallacies,-0.033505511187607806,0.018404907975460127,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,marketing,-0.033505511187607806,0.021367521367521403,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,miscellaneous,-0.033505511187607806,0.016602809706257937,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,moral_disputes,-0.033505511187607806,0.046242774566473965,0.01
databricks/dbrx-instruct,microsoft/phi-3-medium-4k-instruct,virology,-0.033505511187607806,0.012048192771084376,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,business_ethics,-0.015765502946625154,0.010000000000000009,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,college_biology,-0.015765502946625154,0.04861111111111116,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,college_computer_science,-0.015765502946625154,0.050000000000000044,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,computer_security,-0.015765502946625154,0.05999999999999994,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,electrical_engineering,-0.015765502946625154,0.020689655172413723,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,high_school_computer_science,-0.015765502946625154,0.050000000000000044,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,high_school_world_history,-0.015765502946625154,0.05485232067510548,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,human_sexuality,-0.015765502946625154,0.06106870229007633,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,international_law,-0.015765502946625154,0.03305785123966942,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,logical_fallacies,-0.015765502946625154,0.036809815950920255,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,marketing,-0.015765502946625154,0.042735042735042694,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,medical_genetics,-0.015765502946625154,0.010000000000000009,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,miscellaneous,-0.015765502946625154,0.03959131545338446,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,moral_disputes,-0.015765502946625154,0.020231213872832332,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,virology,-0.015765502946625154,0.01807228915662651,0.01
databricks/dbrx-instruct,microsoft/phi-3-small-8k-instruct,world_religions,-0.015765502946625154,0.04678362573099415,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x22b,business_ethics,-0.03718741117769031,0.040000000000000036,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x22b,marketing,-0.03718741117769031,0.02564102564102566,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x22b,miscellaneous,-0.03718741117769031,0.011494252873563204,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,abstract_algebra,0.023758709270738865,-0.03999999999999998,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,anatomy,0.023758709270738865,-0.029629629629629672,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,college_chemistry,0.023758709270738865,-0.010000000000000009,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,college_mathematics,0.023758709270738865,-0.07,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,high_school_physics,0.023758709270738865,-0.026490066225165587,0.01
databricks/dbrx-instruct,mistralai/mixtral-8x7b-32kseqlen,nutrition,0.023758709270738865,-0.016339869281045805,0.01
databricks/dbrx-instruct,mistralai/open-mistral-nemo-2407,public_relations,0.08771742507597025,-0.027272727272727226,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,clinical_knowledge,-0.026830470118976768,0.02264150943396226,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,college_biology,-0.026830470118976768,0.01388888888888895,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,college_computer_science,-0.026830470118976768,0.030000000000000027,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,college_physics,-0.026830470118976768,0.02941176470588236,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,computer_security,-0.026830470118976768,0.010000000000000009,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,high_school_macroeconomics,-0.026830470118976768,0.017948717948717885,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,high_school_statistics,-0.026830470118976768,0.0185185185185186,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,human_sexuality,-0.026830470118976768,0.022900763358778664,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,logical_fallacies,-0.026830470118976768,0.018404907975460127,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,management,-0.026830470118976768,0.01941747572815533,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,marketing,-0.026830470118976768,0.021367521367521403,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,moral_disputes,-0.026830470118976768,0.037572254335260125,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,security_studies,-0.026830470118976768,0.06938775510204076,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,sociology,-0.026830470118976768,0.029850746268656803,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,us_foreign_policy,-0.026830470118976768,0.06000000000000005,0.01
databricks/dbrx-instruct,qwen/qwen1.5-110b-chat,virology,-0.026830470118976768,0.024096385542168752,0.01
databricks/dbrx-instruct,qwen/qwen1.5-14b,abstract_algebra,0.05457400543296753,-0.06,0.01
databricks/dbrx-instruct,qwen/qwen1.5-14b,college_mathematics,0.05457400543296753,-0.02999999999999997,0.01
databricks/dbrx-instruct,qwen/qwen1.5-14b,computer_security,0.05457400543296753,-0.010000000000000009,0.01
databricks/dbrx-instruct,qwen/qwen1.5-14b,elementary_mathematics,0.05457400543296753,-0.03968253968253965,0.01
databricks/dbrx-instruct,qwen/qwen1.5-14b,global_facts,0.05457400543296753,-0.02999999999999997,0.01
databricks/dbrx-instruct,qwen/qwen1.5-72b,college_chemistry,-0.03290479470604224,0.010000000000000009,0.01
databricks/dbrx-instruct,qwen/qwen1.5-72b,computer_security,-0.03290479470604224,0.019999999999999907,0.01
databricks/dbrx-instruct,qwen/qwen1.5-72b,econometrics,-0.03290479470604224,0.06140350877192979,0.01
databricks/dbrx-instruct,qwen/qwen1.5-72b,jurisprudence,-0.03290479470604224,0.01851851851851849,0.01
databricks/dbrx-instruct,qwen/qwen1.5-7b,abstract_algebra,0.1152343126283083,-0.04999999999999999,0.01
databricks/dbrx-instruct,qwen/qwen2-72b-instruct,world_religions,-0.08249112599324926,0.023391812865497075,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,abstract_algebra,0.012304261259882376,-0.14999999999999997,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,anatomy,0.012304261259882376,-0.022222222222222254,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,business_ethics,0.012304261259882376,-0.039999999999999925,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,college_mathematics,0.012304261259882376,-0.04999999999999999,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,econometrics,0.012304261259882376,-0.03508771929824561,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,elementary_mathematics,0.012304261259882376,-0.07936507936507942,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,formal_logic,0.012304261259882376,-0.023809523809523836,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_computer_science,0.012304261259882376,-0.019999999999999907,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_european_history,0.012304261259882376,-0.012121212121212088,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_mathematics,0.012304261259882376,-0.08148148148148149,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_microeconomics,0.012304261259882376,-0.054621848739495715,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_physics,0.012304261259882376,-0.09933774834437081,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,high_school_statistics,0.012304261259882376,-0.05092592592592593,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,moral_scenarios,0.012304261259882376,-0.04581005586592174,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,public_relations,0.012304261259882376,-0.018181818181818188,0.01
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,virology,0.012304261259882376,-0.012048192771084265,0.01
databricks/dbrx-instruct,snowflake/snowflake-arctic-instruct,computer_security,0.06444229547109215,-0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,abstract_algebra,-0.032001338945688795,0.03999999999999998,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,business_ethics,-0.032001338945688795,0.07999999999999996,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,formal_logic,-0.032001338945688795,0.031746031746031744,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,global_facts,-0.032001338945688795,0.030000000000000027,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,high_school_computer_science,-0.032001338945688795,0.030000000000000027,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,high_school_world_history,-0.032001338945688795,0.021097046413502074,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,management,-0.032001338945688795,0.03883495145631077,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,miscellaneous,-0.032001338945688795,0.019157088122605304,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,moral_scenarios,-0.032001338945688795,0.14972067039106152,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-7b,college_medicine,0.06384638821013289,-0.040462427745664664,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-7b,college_physics,0.06384638821013289,-0.04901960784313725,0.01
deepseek-ai/deepseek-llm-67b-chat,google/gemma-7b,high_school_mathematics,0.06384638821013289,-0.025925925925925963,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,college_chemistry,0.029579348987383125,-0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,college_computer_science,0.029579348987383125,-0.04999999999999993,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,high_school_computer_science,0.029579348987383125,-0.020000000000000018,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,high_school_us_history,0.029579348987383125,-0.02450980392156865,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,international_law,0.029579348987383125,-0.016528925619834656,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,public_relations,0.029579348987383125,-0.045454545454545525,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,sociology,0.029579348987383125,-0.02487562189054726,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,us_foreign_policy,0.029579348987383125,-0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-70b,abstract_algebra,-0.06832336330867328,0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-70b,business_ethics,-0.06832336330867328,0.030000000000000027,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,anatomy,0.057405250774016925,-0.029629629629629672,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,college_computer_science,0.057405250774016925,-0.039999999999999925,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,college_physics,0.057405250774016925,-0.08823529411764708,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,computer_security,0.057405250774016925,-0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,high_school_mathematics,0.057405250774016925,-0.040740740740740744,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,medical_genetics,0.057405250774016925,-0.09999999999999998,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,public_relations,0.057405250774016925,-0.036363636363636376,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,virology,0.057405250774016925,-0.012048192771084376,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-405b-instruct-turbo,business_ethics,-0.12027544036540971,0.04999999999999993,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-70b-instruct-turbo,business_ethics,-0.07599345738277252,0.14,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-90b-vision-instruct-turbo,business_ethics,-0.07761744494529721,0.09999999999999998,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-90b-vision-instruct-turbo,logical_fallacies,-0.07761744494529721,0.012269938650306789,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.3-70b-instruct-turbo,business_ethics,-0.06556070585060003,0.05999999999999994,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.3-70b-instruct-turbo,human_aging,-0.06556070585060003,0.013452914798206317,0.01
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.3-70b-instruct-turbo,logical_fallacies,-0.06556070585060003,0.030674846625766916,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-2,college_physics,0.1407926581220863,-0.019607843137254888,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,business_ethics,-0.04947551249188098,0.05999999999999994,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,human_aging,-0.04947551249188098,0.04484304932735428,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,logical_fallacies,-0.04947551249188098,0.018404907975460127,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,management,-0.04947551249188098,0.03883495145631077,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,miscellaneous,-0.04947551249188098,0.010217113665389466,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,moral_disputes,-0.04947551249188098,0.028901734104046284,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,business_ethics,-0.03173550425089833,0.08999999999999997,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,computer_security,-0.03173550425089833,0.020000000000000018,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,high_school_world_history,-0.03173550425089833,0.06329113924050633,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,human_aging,-0.03173550425089833,0.04035874439461884,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,human_sexuality,-0.03173550425089833,0.022900763358778553,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,logical_fallacies,-0.03173550425089833,0.036809815950920255,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,marketing,-0.03173550425089833,0.02564102564102566,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,miscellaneous,-0.03173550425089833,0.033205619412515985,0.01
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,world_religions,-0.03173550425089833,0.040935672514619825,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/mistral-7b-instruct-v0.3,medical_genetics,0.1259170182562268,-0.020000000000000018,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,business_ethics,-0.053157412481963484,0.12,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,high_school_world_history,-0.053157412481963484,0.016877637130801704,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,human_aging,-0.053157412481963484,0.04484304932735428,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,management,-0.053157412481963484,0.01941747572815533,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,computer_security,0.07174742377169707,-0.020000000000000018,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,high_school_computer_science,0.07174742377169707,-0.010000000000000009,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,medical_genetics,0.07174742377169707,-0.050000000000000044,0.01
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,public_relations,0.07174742377169707,-0.018181818181818188,0.01
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,business_ethics,-0.04280047142324994,0.05999999999999994,0.01
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,clinical_knowledge,-0.04280047142324994,0.018867924528301883,0.01
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,high_school_statistics,-0.04280047142324994,0.03240740740740744,0.01
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,human_aging,-0.04280047142324994,0.026905829596412634,0.01
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,jurisprudence,-0.04280047142324994,0.01851851851851849,0.01
