subject_a,subject_b,k,jaccard,ties_included_at_boundary
college_biology,security_studies,1,0.0,True
college_biology,security_studies,3,0.25,True
college_biology,security_studies,5,0.2857142857142857,True
college_biology,security_studies,10,0.6666666666666666,True
college_biology,sociology,1,1.0,True
college_biology,sociology,3,0.6666666666666666,True
college_biology,sociology,5,0.8,True
college_biology,sociology,10,0.7272727272727273,True
college_biology,us_foreign_policy,1,0.0,True
college_biology,us_foreign_policy,3,0.0,True
college_biology,us_foreign_policy,5,0.125,True
college_biology,us_foreign_policy,10,0.35714285714285715,True
college_biology,virology,1,0.0,True
college_biology,virology,3,0.3333333333333333,True
college_biology,virology,5,0.3333333333333333,True
college_biology,virology,10,0.42857142857142855,True
college_biology,world_religions,1,0.0,True
college_biology,world_religions,3,0.3333333333333333,True
college_biology,world_religions,5,0.6,True
college_biology,world_religions,10,0.6666666666666666,True
college_chemistry,college_computer_science,1,0.0,True
college_chemistry,college_computer_science,3,0.25,True
college_chemistry,college_computer_science,5,0.6666666666666666,True
college_chemistry,college_computer_science,10,0.7272727272727273,True
college_chemistry,college_mathematics,1,0.0,True
college_chemistry,college_mathematics,3,0.25,True
college_chemistry,college_mathematics,5,0.42857142857142855,True
college_chemistry,college_mathematics,10,0.6666666666666666,True
college_chemistry,college_medicine,1,0.0,True
college_chemistry,college_medicine,3,0.25,True
college_chemistry,college_medicine,5,0.42857142857142855,True
college_chemistry,college_medicine,10,0.42857142857142855,True
college_chemistry,college_physics,1,0.0,True
college_chemistry,college_physics,3,0.6666666666666666,True
college_chemistry,college_physics,5,0.8,True
college_chemistry,college_physics,10,0.46153846153846156,True
college_chemistry,computer_security,1,1.0,True
college_chemistry,computer_security,3,0.25,True
college_chemistry,computer_security,5,0.42857142857142855,True
college_chemistry,computer_security,10,0.35714285714285715,True
college_chemistry,conceptual_physics,1,0.0,True
college_chemistry,conceptual_physics,3,0.25,True
college_chemistry,conceptual_physics,5,0.6666666666666666,True
college_chemistry,conceptual_physics,10,0.6666666666666666,True
college_chemistry,econometrics,1,1.0,True
college_chemistry,econometrics,3,0.6666666666666666,True
college_chemistry,econometrics,5,0.6666666666666666,True
college_chemistry,econometrics,10,0.5833333333333334,True
college_chemistry,electrical_engineering,1,0.0,True
college_chemistry,electrical_engineering,3,0.25,True
college_chemistry,electrical_engineering,5,0.8,True
college_chemistry,electrical_engineering,10,0.5384615384615384,True
college_chemistry,elementary_mathematics,1,0.0,True
college_chemistry,elementary_mathematics,3,0.25,True
college_chemistry,elementary_mathematics,5,0.6666666666666666,True
college_chemistry,elementary_mathematics,10,0.5384615384615384,True
college_chemistry,formal_logic,1,0.0,True
college_chemistry,formal_logic,3,0.25,True
college_chemistry,formal_logic,5,0.5,True
college_chemistry,formal_logic,10,0.8181818181818182,True
college_chemistry,global_facts,1,0.0,True
college_chemistry,global_facts,3,0.3333333333333333,True
college_chemistry,global_facts,5,0.42857142857142855,True
college_chemistry,global_facts,10,0.5833333333333334,True
college_chemistry,high_school_biology,1,0.0,True
college_chemistry,high_school_biology,3,0.6666666666666666,True
college_chemistry,high_school_biology,5,0.5714285714285714,True
college_chemistry,high_school_biology,10,0.46153846153846156,True
college_chemistry,high_school_chemistry,1,0.0,True
college_chemistry,high_school_chemistry,3,0.25,True
college_chemistry,high_school_chemistry,5,0.8,True
college_chemistry,high_school_chemistry,10,0.6666666666666666,True
college_chemistry,high_school_computer_science,1,1.0,True
college_chemistry,high_school_computer_science,3,0.25,True
college_chemistry,high_school_computer_science,5,0.42857142857142855,True
college_chemistry,high_school_computer_science,10,0.6666666666666666,True
college_chemistry,high_school_european_history,1,1.0,True
college_chemistry,high_school_european_history,3,0.0,True
college_chemistry,high_school_european_history,5,0.5,True
college_chemistry,high_school_european_history,10,0.6666666666666666,True
college_chemistry,high_school_geography,1,1.0,True
college_chemistry,high_school_geography,3,0.3333333333333333,True
college_chemistry,high_school_geography,5,0.375,True
college_chemistry,high_school_geography,10,0.46153846153846156,True
college_chemistry,high_school_government_and_politics,1,1.0,True
college_chemistry,high_school_government_and_politics,3,0.0,True
college_chemistry,high_school_government_and_politics,5,0.375,True
college_chemistry,high_school_government_and_politics,10,0.6153846153846154,True
college_chemistry,high_school_macroeconomics,1,0.0,True
college_chemistry,high_school_macroeconomics,3,0.25,True
college_chemistry,high_school_macroeconomics,5,0.6666666666666666,True
college_chemistry,high_school_macroeconomics,10,0.6666666666666666,True
college_chemistry,high_school_mathematics,1,0.0,True
college_chemistry,high_school_mathematics,3,0.25,True
college_chemistry,high_school_mathematics,5,0.6666666666666666,True
college_chemistry,high_school_mathematics,10,0.42857142857142855,True
college_chemistry,high_school_microeconomics,1,0.0,True
college_chemistry,high_school_microeconomics,3,0.25,True
college_chemistry,high_school_microeconomics,5,0.5,True
college_chemistry,high_school_microeconomics,10,0.5384615384615384,True
college_chemistry,high_school_physics,1,0.0,True
college_chemistry,high_school_physics,3,0.3333333333333333,True
college_chemistry,high_school_physics,5,0.6666666666666666,True
college_chemistry,high_school_physics,10,0.5384615384615384,True
college_chemistry,high_school_psychology,1,0.0,True
college_chemistry,high_school_psychology,3,0.25,True
college_chemistry,high_school_psychology,5,0.375,True
college_chemistry,high_school_psychology,10,0.5833333333333334,True
college_chemistry,high_school_statistics,1,0.0,True
college_chemistry,high_school_statistics,3,0.25,True
college_chemistry,high_school_statistics,5,0.42857142857142855,True
college_chemistry,high_school_statistics,10,0.5384615384615384,True
college_chemistry,high_school_us_history,1,0.0,True
college_chemistry,high_school_us_history,3,0.25,True
college_chemistry,high_school_us_history,5,0.25,True
college_chemistry,high_school_us_history,10,0.5384615384615384,True
college_chemistry,high_school_world_history,1,1.0,True
college_chemistry,high_school_world_history,3,0.0,True
college_chemistry,high_school_world_history,5,0.25,True
college_chemistry,high_school_world_history,10,0.5833333333333334,True
college_chemistry,human_aging,1,0.0,True
college_chemistry,human_aging,3,0.25,True
college_chemistry,human_aging,5,0.25,True
college_chemistry,human_aging,10,0.5833333333333334,True
college_chemistry,human_sexuality,1,0.0,True
college_chemistry,human_sexuality,3,0.6666666666666666,True
college_chemistry,human_sexuality,5,0.2857142857142857,True
college_chemistry,human_sexuality,10,0.4,True
college_chemistry,international_law,1,1.0,True
college_chemistry,international_law,3,0.3333333333333333,True
college_chemistry,international_law,5,0.25,True
college_chemistry,international_law,10,0.5384615384615384,True
college_chemistry,jurisprudence,1,1.0,True
college_chemistry,jurisprudence,3,0.25,True
college_chemistry,jurisprudence,5,0.1111111111111111,True
college_chemistry,jurisprudence,10,0.5833333333333334,True
college_chemistry,logical_fallacies,1,0.0,True
college_chemistry,logical_fallacies,3,0.6666666666666666,True
college_chemistry,logical_fallacies,5,0.6666666666666666,True
college_chemistry,logical_fallacies,10,0.42857142857142855,True
college_chemistry,machine_learning,1,0.0,True
college_chemistry,machine_learning,3,0.25,True
college_chemistry,machine_learning,5,0.8,True
college_chemistry,machine_learning,10,0.6666666666666666,True
college_chemistry,management,1,1.0,True
college_chemistry,management,3,0.0,True
college_chemistry,management,5,0.125,True
college_chemistry,management,10,0.42857142857142855,True
college_chemistry,marketing,1,0.0,True
college_chemistry,marketing,3,0.25,True
college_chemistry,marketing,5,0.6666666666666666,True
college_chemistry,marketing,10,0.46153846153846156,True
college_chemistry,medical_genetics,1,0.0,True
college_chemistry,medical_genetics,3,0.25,True
college_chemistry,medical_genetics,5,0.42857142857142855,True
college_chemistry,medical_genetics,10,0.7272727272727273,True
college_chemistry,miscellaneous,1,0.0,True
college_chemistry,miscellaneous,3,0.6666666666666666,True
college_chemistry,miscellaneous,5,1.0,True
college_chemistry,miscellaneous,10,0.46153846153846156,True
college_chemistry,moral_disputes,1,0.0,True
college_chemistry,moral_disputes,3,0.3333333333333333,True
college_chemistry,moral_disputes,5,0.5,True
college_chemistry,moral_disputes,10,0.5384615384615384,True
college_chemistry,moral_scenarios,1,0.0,True
college_chemistry,moral_scenarios,3,0.0,True
college_chemistry,moral_scenarios,5,0.25,True
college_chemistry,moral_scenarios,10,0.5384615384615384,True
college_chemistry,nutrition,1,0.0,True
college_chemistry,nutrition,3,0.6666666666666666,True
college_chemistry,nutrition,5,0.42857142857142855,True
college_chemistry,nutrition,10,0.6666666666666666,True
college_chemistry,philosophy,1,0.0,True
college_chemistry,philosophy,3,0.25,True
college_chemistry,philosophy,5,0.42857142857142855,True
college_chemistry,philosophy,10,0.6666666666666666,True
college_chemistry,prehistory,1,0.0,True
college_chemistry,prehistory,3,0.6666666666666666,True
college_chemistry,prehistory,5,0.6666666666666666,True
college_chemistry,prehistory,10,0.5384615384615384,True
college_chemistry,professional_accounting,1,0.0,True
college_chemistry,professional_accounting,3,0.6666666666666666,True
college_chemistry,professional_accounting,5,0.6666666666666666,True
college_chemistry,professional_accounting,10,0.5833333333333334,True
college_chemistry,professional_law,1,0.0,True
college_chemistry,professional_law,3,0.25,True
college_chemistry,professional_law,5,0.42857142857142855,True
college_chemistry,professional_law,10,0.6666666666666666,True
college_chemistry,professional_medicine,1,0.0,True
college_chemistry,professional_medicine,3,0.25,True
college_chemistry,professional_medicine,5,0.42857142857142855,True
college_chemistry,professional_medicine,10,0.8181818181818182,True
college_chemistry,professional_psychology,1,0.0,True
college_chemistry,professional_psychology,3,0.6666666666666666,True
college_chemistry,professional_psychology,5,0.6666666666666666,True
college_chemistry,professional_psychology,10,0.6666666666666666,True
college_chemistry,public_relations,1,0.0,True
college_chemistry,public_relations,3,0.25,True
college_chemistry,public_relations,5,0.6666666666666666,True
college_chemistry,public_relations,10,0.5,True
college_chemistry,security_studies,1,0.0,True
college_chemistry,security_studies,3,0.0,True
college_chemistry,security_studies,5,0.25,True
college_chemistry,security_studies,10,0.6666666666666666,True
college_chemistry,sociology,1,0.0,True
college_chemistry,sociology,3,0.6666666666666666,True
college_chemistry,sociology,5,0.6666666666666666,True
college_chemistry,sociology,10,0.7272727272727273,True
college_chemistry,us_foreign_policy,1,0.0,True
college_chemistry,us_foreign_policy,3,0.0,True
college_chemistry,us_foreign_policy,5,0.1111111111111111,True
college_chemistry,us_foreign_policy,10,0.46153846153846156,True
college_chemistry,virology,1,1.0,True
college_chemistry,virology,3,0.3333333333333333,True
college_chemistry,virology,5,0.125,True
college_chemistry,virology,10,0.42857142857142855,True
college_chemistry,world_religions,1,0.0,True
college_chemistry,world_religions,3,0.3333333333333333,True
college_chemistry,world_religions,5,0.2857142857142857,True
college_chemistry,world_religions,10,0.5384615384615384,True
college_computer_science,college_mathematics,1,1.0,True
college_computer_science,college_mathematics,3,1.0,True
college_computer_science,college_mathematics,5,0.42857142857142855,True
college_computer_science,college_mathematics,10,0.46153846153846156,True
college_computer_science,college_medicine,1,1.0,True
college_computer_science,college_medicine,3,0.5,True
college_computer_science,college_medicine,5,0.42857142857142855,True
college_computer_science,college_medicine,10,0.5833333333333334,True
college_computer_science,college_physics,1,1.0,True
college_computer_science,college_physics,3,0.5,True
college_computer_science,college_physics,5,0.8,True
college_computer_science,college_physics,10,0.6363636363636364,True
college_computer_science,computer_security,1,0.0,True
college_computer_science,computer_security,3,0.5,True
college_computer_science,computer_security,5,0.42857142857142855,True
college_computer_science,computer_security,10,0.5,True
college_computer_science,conceptual_physics,1,1.0,True
college_computer_science,conceptual_physics,3,1.0,True
college_computer_science,conceptual_physics,5,0.6666666666666666,True
college_computer_science,conceptual_physics,10,0.7272727272727273,True
college_computer_science,econometrics,1,0.0,True
college_computer_science,econometrics,3,0.5,True
college_computer_science,econometrics,5,0.6666666666666666,True
college_computer_science,econometrics,10,0.8,True
college_computer_science,electrical_engineering,1,1.0,True
college_computer_science,electrical_engineering,3,1.0,True
college_computer_science,electrical_engineering,5,0.8,True
college_computer_science,electrical_engineering,10,0.7272727272727273,True
college_computer_science,elementary_mathematics,1,1.0,True
college_computer_science,elementary_mathematics,3,1.0,True
college_computer_science,elementary_mathematics,5,0.6666666666666666,True
college_computer_science,elementary_mathematics,10,0.5833333333333334,True
college_computer_science,formal_logic,1,1.0,True
college_computer_science,formal_logic,3,1.0,True
college_computer_science,formal_logic,5,0.8,True
college_computer_science,formal_logic,10,0.7272727272727273,True
college_computer_science,global_facts,1,0.0,True
college_computer_science,global_facts,3,0.6666666666666666,True
college_computer_science,global_facts,5,0.6666666666666666,True
college_computer_science,global_facts,10,0.6363636363636364,True
college_computer_science,high_school_biology,1,1.0,True
college_computer_science,high_school_biology,3,0.2,True
college_computer_science,high_school_biology,5,0.5714285714285714,True
college_computer_science,high_school_biology,10,0.6363636363636364,True
college_computer_science,high_school_chemistry,1,1.0,True
college_computer_science,high_school_chemistry,3,1.0,True
college_computer_science,high_school_chemistry,5,0.8,True
college_computer_science,high_school_chemistry,10,0.7272727272727273,True
college_computer_science,high_school_computer_science,1,0.0,True
college_computer_science,high_school_computer_science,3,1.0,True
college_computer_science,high_school_computer_science,5,0.6666666666666666,True
college_computer_science,high_school_computer_science,10,0.7272727272727273,True
college_computer_science,high_school_european_history,1,0.0,True
college_computer_science,high_school_european_history,3,0.4,True
college_computer_science,high_school_european_history,5,0.2857142857142857,True
college_computer_science,high_school_european_history,10,0.5833333333333334,True
college_computer_science,high_school_geography,1,0.0,True
college_computer_science,high_school_geography,3,0.6666666666666666,True
college_computer_science,high_school_geography,5,0.375,True
college_computer_science,high_school_geography,10,0.6363636363636364,True
college_computer_science,high_school_government_and_politics,1,0.0,True
college_computer_science,high_school_government_and_politics,3,0.25,True
college_computer_science,high_school_government_and_politics,5,0.2222222222222222,True
college_computer_science,high_school_government_and_politics,10,0.5384615384615384,True
college_computer_science,high_school_macroeconomics,1,1.0,True
college_computer_science,high_school_macroeconomics,3,1.0,True
college_computer_science,high_school_macroeconomics,5,0.6666666666666666,True
college_computer_science,high_school_macroeconomics,10,0.7272727272727273,True
college_computer_science,high_school_mathematics,1,1.0,True
college_computer_science,high_school_mathematics,3,1.0,True
college_computer_science,high_school_mathematics,5,0.6666666666666666,True
college_computer_science,high_school_mathematics,10,0.35714285714285715,True
college_computer_science,high_school_microeconomics,1,1.0,True
college_computer_science,high_school_microeconomics,3,1.0,True
college_computer_science,high_school_microeconomics,5,0.5,True
college_computer_science,high_school_microeconomics,10,0.5833333333333334,True
college_computer_science,high_school_physics,1,1.0,True
college_computer_science,high_school_physics,3,0.6666666666666666,True
college_computer_science,high_school_physics,5,1.0,True
college_computer_science,high_school_physics,10,0.5833333333333334,True
college_computer_science,high_school_psychology,1,1.0,True
college_computer_science,high_school_psychology,3,0.5,True
college_computer_science,high_school_psychology,5,0.5714285714285714,True
college_computer_science,high_school_psychology,10,0.6363636363636364,True
college_computer_science,high_school_statistics,1,1.0,True
college_computer_science,high_school_statistics,3,1.0,True
college_computer_science,high_school_statistics,5,0.42857142857142855,True
college_computer_science,high_school_statistics,10,0.7272727272727273,True
college_computer_science,high_school_us_history,1,1.0,True
college_computer_science,high_school_us_history,3,0.2,True
college_computer_science,high_school_us_history,5,0.42857142857142855,True
college_computer_science,high_school_us_history,10,0.7272727272727273,True
college_computer_science,high_school_world_history,1,0.0,True
college_computer_science,high_school_world_history,3,0.2,True
college_computer_science,high_school_world_history,5,0.42857142857142855,True
college_computer_science,high_school_world_history,10,0.8,True
college_computer_science,human_aging,1,1.0,True
college_computer_science,human_aging,3,0.5,True
college_computer_science,human_aging,5,0.42857142857142855,True
college_computer_science,human_aging,10,0.6363636363636364,True
college_computer_science,human_sexuality,1,1.0,True
college_computer_science,human_sexuality,3,0.2,True
college_computer_science,human_sexuality,5,0.2857142857142857,True
college_computer_science,human_sexuality,10,0.5384615384615384,True
college_computer_science,international_law,1,0.0,True
college_computer_science,international_law,3,0.6666666666666666,True
college_computer_science,international_law,5,0.42857142857142855,True
college_computer_science,international_law,10,0.5833333333333334,True
college_computer_science,jurisprudence,1,0.0,True
college_computer_science,jurisprudence,3,0.2,True
college_computer_science,jurisprudence,5,0.25,True
college_computer_science,jurisprudence,10,0.5,True
college_computer_science,logical_fallacies,1,0.0,True
college_computer_science,logical_fallacies,3,0.5,True
college_computer_science,logical_fallacies,5,0.6666666666666666,True
college_computer_science,logical_fallacies,10,0.5833333333333334,True
college_computer_science,machine_learning,1,0.0,True
college_computer_science,machine_learning,3,1.0,True
college_computer_science,machine_learning,5,0.8,True
college_computer_science,machine_learning,10,0.5833333333333334,True
college_computer_science,management,1,0.0,True
college_computer_science,management,3,0.16666666666666666,True
college_computer_science,management,5,0.2857142857142857,True
college_computer_science,management,10,0.5833333333333334,True
college_computer_science,marketing,1,0.0,True
college_computer_science,marketing,3,0.5,True
college_computer_science,marketing,5,0.6666666666666666,True
college_computer_science,marketing,10,0.5,True
college_computer_science,medical_genetics,1,1.0,True
college_computer_science,medical_genetics,3,0.5,True
college_computer_science,medical_genetics,5,0.6666666666666666,True
college_computer_science,medical_genetics,10,0.6363636363636364,True
college_computer_science,miscellaneous,1,1.0,True
college_computer_science,miscellaneous,3,0.5,True
college_computer_science,miscellaneous,5,0.6666666666666666,True
college_computer_science,miscellaneous,10,0.5,True
college_computer_science,moral_disputes,1,1.0,True
college_computer_science,moral_disputes,3,0.6666666666666666,True
college_computer_science,moral_disputes,5,0.5,True
college_computer_science,moral_disputes,10,0.7272727272727273,True
college_computer_science,moral_scenarios,1,0.0,True
college_computer_science,moral_scenarios,3,0.2,True
college_computer_science,moral_scenarios,5,0.42857142857142855,True
college_computer_science,moral_scenarios,10,0.5833333333333334,True
college_computer_science,nutrition,1,0.0,True
college_computer_science,nutrition,3,0.5,True
college_computer_science,nutrition,5,0.6666666666666666,True
college_computer_science,nutrition,10,0.7272727272727273,True
college_computer_science,philosophy,1,1.0,True
college_computer_science,philosophy,3,0.5,True
college_computer_science,philosophy,5,0.42857142857142855,True
college_computer_science,philosophy,10,0.9,True
college_computer_science,prehistory,1,0.0,True
college_computer_science,prehistory,3,0.5,True
college_computer_science,prehistory,5,0.6666666666666666,True
college_computer_science,prehistory,10,0.7272727272727273,True
college_computer_science,professional_accounting,1,1.0,True
college_computer_science,professional_accounting,3,0.5,True
college_computer_science,professional_accounting,5,0.6666666666666666,True
college_computer_science,professional_accounting,10,0.5,True
college_computer_science,professional_law,1,1.0,True
college_computer_science,professional_law,3,1.0,True
college_computer_science,professional_law,5,0.6666666666666666,True
college_computer_science,professional_law,10,0.5833333333333334,True
college_computer_science,professional_medicine,1,1.0,True
college_computer_science,professional_medicine,3,0.5,True
college_computer_science,professional_medicine,5,0.6666666666666666,True
college_computer_science,professional_medicine,10,0.7272727272727273,True
college_computer_science,professional_psychology,1,1.0,True
college_computer_science,professional_psychology,3,0.2,True
college_computer_science,professional_psychology,5,0.6666666666666666,True
college_computer_science,professional_psychology,10,0.9,True
college_computer_science,public_relations,1,0.0,True
college_computer_science,public_relations,3,0.5,True
college_computer_science,public_relations,5,0.42857142857142855,True
college_computer_science,public_relations,10,0.4166666666666667,True
college_computer_science,security_studies,1,0.0,True
college_computer_science,security_studies,3,0.2,True
college_computer_science,security_studies,5,0.42857142857142855,True
college_computer_science,security_studies,10,0.7272727272727273,True
college_computer_science,sociology,1,1.0,True
college_computer_science,sociology,3,0.5,True
college_computer_science,sociology,5,0.6666666666666666,True
college_computer_science,sociology,10,0.8,True
college_computer_science,us_foreign_policy,1,0.0,True
college_computer_science,us_foreign_policy,3,0.3333333333333333,True
college_computer_science,us_foreign_policy,5,0.1111111111111111,True
college_computer_science,us_foreign_policy,10,0.38461538461538464,True
college_computer_science,virology,1,0.0,True
college_computer_science,virology,3,0.25,True
college_computer_science,virology,5,0.125,True
college_computer_science,virology,10,0.5833333333333334,True
college_computer_science,world_religions,1,0.0,True
college_computer_science,world_religions,3,0.25,True
college_computer_science,world_religions,5,0.2857142857142857,True
college_computer_science,world_religions,10,0.5833333333333334,True
college_mathematics,college_medicine,1,1.0,True
college_mathematics,college_medicine,3,0.5,True
college_mathematics,college_medicine,5,0.42857142857142855,True
college_mathematics,college_medicine,10,0.42857142857142855,True
college_mathematics,college_physics,1,1.0,True
college_mathematics,college_physics,3,0.5,True
college_mathematics,college_physics,5,0.5,True
college_mathematics,college_physics,10,0.35714285714285715,True
college_mathematics,computer_security,1,0.0,True
college_mathematics,computer_security,3,0.5,True
college_mathematics,computer_security,5,0.42857142857142855,True
college_mathematics,computer_security,10,0.26666666666666666,True
college_mathematics,conceptual_physics,1,1.0,True
college_mathematics,conceptual_physics,3,1.0,True
college_mathematics,conceptual_physics,5,0.42857142857142855,True
college_mathematics,conceptual_physics,10,0.5384615384615384,True
college_mathematics,econometrics,1,0.0,True
college_mathematics,econometrics,3,0.5,True
college_mathematics,econometrics,5,0.42857142857142855,True
college_mathematics,econometrics,10,0.46153846153846156,True
college_mathematics,electrical_engineering,1,1.0,True
college_mathematics,electrical_engineering,3,1.0,True
college_mathematics,electrical_engineering,5,0.5,True
college_mathematics,electrical_engineering,10,0.5384615384615384,True
college_mathematics,elementary_mathematics,1,1.0,True
college_mathematics,elementary_mathematics,3,1.0,True
college_mathematics,elementary_mathematics,5,0.42857142857142855,True
college_mathematics,elementary_mathematics,10,0.6666666666666666,True
college_mathematics,formal_logic,1,1.0,True
college_mathematics,formal_logic,3,1.0,True
college_mathematics,formal_logic,5,0.5,True
college_mathematics,formal_logic,10,0.5384615384615384,True
college_mathematics,global_facts,1,0.0,True
college_mathematics,global_facts,3,0.6666666666666666,True
college_mathematics,global_facts,5,0.42857142857142855,True
college_mathematics,global_facts,10,0.46153846153846156,True
college_mathematics,high_school_biology,1,1.0,True
college_mathematics,high_school_biology,3,0.2,True
college_mathematics,high_school_biology,5,0.375,True
college_mathematics,high_school_biology,10,0.35714285714285715,True
college_mathematics,high_school_chemistry,1,1.0,True
college_mathematics,high_school_chemistry,3,1.0,True
college_mathematics,high_school_chemistry,5,0.5,True
college_mathematics,high_school_chemistry,10,0.5384615384615384,True
college_mathematics,high_school_computer_science,1,0.0,True
college_mathematics,high_school_computer_science,3,1.0,True
college_mathematics,high_school_computer_science,5,0.42857142857142855,True
college_mathematics,high_school_computer_science,10,0.5384615384615384,True
college_mathematics,high_school_european_history,1,0.0,True
college_mathematics,high_school_european_history,3,0.4,True
college_mathematics,high_school_european_history,5,0.2857142857142857,True
college_mathematics,high_school_european_history,10,0.5384615384615384,True
college_mathematics,high_school_geography,1,0.0,True
college_mathematics,high_school_geography,3,0.6666666666666666,True
college_mathematics,high_school_geography,5,0.5714285714285714,True
college_mathematics,high_school_geography,10,0.46153846153846156,True
college_mathematics,high_school_government_and_politics,1,0.0,True
college_mathematics,high_school_government_and_politics,3,0.25,True
college_mathematics,high_school_government_and_politics,5,0.375,True
college_mathematics,high_school_government_and_politics,10,0.6153846153846154,True
college_mathematics,high_school_macroeconomics,1,1.0,True
college_mathematics,high_school_macroeconomics,3,1.0,True
college_mathematics,high_school_macroeconomics,5,0.42857142857142855,True
college_mathematics,high_school_macroeconomics,10,0.5384615384615384,True
college_mathematics,high_school_mathematics,1,1.0,True
college_mathematics,high_school_mathematics,3,1.0,True
college_mathematics,high_school_mathematics,5,0.42857142857142855,True
college_mathematics,high_school_mathematics,10,0.6666666666666666,True
college_mathematics,high_school_microeconomics,1,1.0,True
college_mathematics,high_school_microeconomics,3,1.0,True
college_mathematics,high_school_microeconomics,5,0.5,True
college_mathematics,high_school_microeconomics,10,0.42857142857142855,True
college_mathematics,high_school_physics,1,1.0,True
college_mathematics,high_school_physics,3,0.6666666666666666,True
college_mathematics,high_school_physics,5,0.42857142857142855,True
college_mathematics,high_school_physics,10,0.42857142857142855,True
college_mathematics,high_school_psychology,1,1.0,True
college_mathematics,high_school_psychology,3,0.5,True
college_mathematics,high_school_psychology,5,0.375,True
college_mathematics,high_school_psychology,10,0.46153846153846156,True
college_mathematics,high_school_statistics,1,1.0,True
college_mathematics,high_school_statistics,3,1.0,True
college_mathematics,high_school_statistics,5,0.42857142857142855,True
college_mathematics,high_school_statistics,10,0.42857142857142855,True
college_mathematics,high_school_us_history,1,1.0,True
college_mathematics,high_school_us_history,3,0.2,True
college_mathematics,high_school_us_history,5,0.25,True
college_mathematics,high_school_us_history,10,0.5384615384615384,True
college_mathematics,high_school_world_history,1,0.0,True
college_mathematics,high_school_world_history,3,0.2,True
college_mathematics,high_school_world_history,5,0.25,True
college_mathematics,high_school_world_history,10,0.46153846153846156,True
college_mathematics,human_aging,1,1.0,True
college_mathematics,human_aging,3,0.5,True
college_mathematics,human_aging,5,0.42857142857142855,True
college_mathematics,human_aging,10,0.46153846153846156,True
college_mathematics,human_sexuality,1,1.0,True
college_mathematics,human_sexuality,3,0.2,True
college_mathematics,human_sexuality,5,0.125,True
college_mathematics,human_sexuality,10,0.4,True
college_mathematics,international_law,1,0.0,True
college_mathematics,international_law,3,0.6666666666666666,True
college_mathematics,international_law,5,0.25,True
college_mathematics,international_law,10,0.42857142857142855,True
college_mathematics,jurisprudence,1,0.0,True
college_mathematics,jurisprudence,3,0.2,True
college_mathematics,jurisprudence,5,0.1111111111111111,True
college_mathematics,jurisprudence,10,0.46153846153846156,True
college_mathematics,logical_fallacies,1,0.0,True
college_mathematics,logical_fallacies,3,0.5,True
college_mathematics,logical_fallacies,5,0.42857142857142855,True
college_mathematics,logical_fallacies,10,0.42857142857142855,True
college_mathematics,machine_learning,1,0.0,True
college_mathematics,machine_learning,3,1.0,True
college_mathematics,machine_learning,5,0.5,True
college_mathematics,machine_learning,10,0.6666666666666666,True
college_mathematics,management,1,0.0,True
college_mathematics,management,3,0.16666666666666666,True
college_mathematics,management,5,0.2857142857142857,True
college_mathematics,management,10,0.3333333333333333,True
college_mathematics,marketing,1,0.0,True
college_mathematics,marketing,3,0.5,True
college_mathematics,marketing,5,0.6666666666666666,True
college_mathematics,marketing,10,0.5833333333333334,True
college_mathematics,medical_genetics,1,1.0,True
college_mathematics,medical_genetics,3,0.5,True
college_mathematics,medical_genetics,5,0.42857142857142855,True
college_mathematics,medical_genetics,10,0.5833333333333334,True
college_mathematics,miscellaneous,1,1.0,True
college_mathematics,miscellaneous,3,0.5,True
college_mathematics,miscellaneous,5,0.42857142857142855,True
college_mathematics,miscellaneous,10,0.5833333333333334,True
college_mathematics,moral_disputes,1,1.0,True
college_mathematics,moral_disputes,3,0.6666666666666666,True
college_mathematics,moral_disputes,5,0.2857142857142857,True
college_mathematics,moral_disputes,10,0.42857142857142855,True
college_mathematics,moral_scenarios,1,0.0,True
college_mathematics,moral_scenarios,3,0.2,True
college_mathematics,moral_scenarios,5,0.1111111111111111,True
college_mathematics,moral_scenarios,10,0.42857142857142855,True
college_mathematics,nutrition,1,0.0,True
college_mathematics,nutrition,3,0.5,True
college_mathematics,nutrition,5,0.25,True
college_mathematics,nutrition,10,0.42857142857142855,True
college_mathematics,philosophy,1,1.0,True
college_mathematics,philosophy,3,0.5,True
college_mathematics,philosophy,5,0.42857142857142855,True
college_mathematics,philosophy,10,0.42857142857142855,True
college_mathematics,prehistory,1,0.0,True
college_mathematics,prehistory,3,0.5,True
college_mathematics,prehistory,5,0.6666666666666666,True
college_mathematics,prehistory,10,0.5384615384615384,True
college_mathematics,professional_accounting,1,1.0,True
college_mathematics,professional_accounting,3,0.5,True
college_mathematics,professional_accounting,5,0.42857142857142855,True
college_mathematics,professional_accounting,10,0.46153846153846156,True
college_mathematics,professional_law,1,1.0,True
college_mathematics,professional_law,3,1.0,True
college_mathematics,professional_law,5,0.42857142857142855,True
college_mathematics,professional_law,10,0.5384615384615384,True
college_mathematics,professional_medicine,1,1.0,True
college_mathematics,professional_medicine,3,0.5,True
college_mathematics,professional_medicine,5,0.42857142857142855,True
college_mathematics,professional_medicine,10,0.5384615384615384,True
college_mathematics,professional_psychology,1,1.0,True
college_mathematics,professional_psychology,3,0.2,True
college_mathematics,professional_psychology,5,0.6666666666666666,True
college_mathematics,professional_psychology,10,0.42857142857142855,True
